"CustomerId","TOB","IncomeLevel","Bal01","MaxDqBin01","MaxDqBin02","MaxDqBin03","MaxDqBin04","MaxDqBin05","MaxDqBin06","MtgBal01","NonBankTradesDq01","NonBankTradesDq02","NonBankTradesDq03","NonBankTradesDq04","NonBankTradesDq05","NonBankTradesDq06","FlagGB","FlagSample"
"0000002022",16,"1",5600.89,"0","0","0","1","0","0",0,0,0,0,1,0,1,1,1
"0000002070",NA,"1",1174.48,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000002161",61,"1",91.77,"0","0","0","0","0","0",59503.86,0,0,0,0,0,0,1,1
"0000002174",85,"3",3646.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000002610",NA,"1",1229.06,"1","0","1","0","0","1",0,0,1,0,0,0,0,1,0
"0000002646",50,"1",8.35,"1","0","0",NA,NA,NA,0,0,0,0,0,0,0,0,1
"0000002647",51,"3",6360.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000002652",87,"1",7240.69,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000003052",117,"1",597.77,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000003147",19,"1",56.85,"0","0","0","0","0","0",17613.51,0,0,0,0,0,0,1,0
"0000003553",122,"1",7571.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000003666",15,"1",276.72,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000003760",NA,"1",3333.73,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000003781",72,"3",15786.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000003876",46,"1",0.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000004153",60,"0",5958.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000004199",172,"4",14205.21,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,0
"0000004250",NA,"4",4216.36,"0","0","0","0","0","0",131373.27,0,0,0,0,0,0,1,1
"0000004447",24,"1",6961.42,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000004459",106,"1",870.93,"0","0","0","0","0","0",1717.54,0,0,0,0,0,0,1,0
"0000004460",NA,"3",21713.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000004519",137,"4",80.52,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,0
"0000004564",84,"1",15071.9,"0","0","2","1","0","0",0,0,0,0,0,0,0,1,0
"0000004584",9,"1",281.02,"0","0","0","0","1","0",0,1,1,1,1,1,1,1,1
"0000004738",43,"1",167.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000004970",NA,"0",1283.12,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000005153",255,"5",1210,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000005302",69,"1",7927.79,"0","0","0","0","0","0",16091.64,0,0,0,0,0,0,1,1
"0000005439",44,"3",5024.34,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000005575",52,"4",909.88,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000005906",11,"0",330.19,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000005993",34,"0",479.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006007",48,"1",180.99,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006061",110,"1",3061.62,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006079",102,"1",1195.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006139",95,"1",11192.18,"0","0","0","0","0","0",23813.82,0,0,0,0,0,0,1,0
"0000006159",107,"1",50.23,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000006166",29,"1",0.25,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006226",95,"3",392.96,"0","0","0","0","0","0",18725.4,0,0,0,0,0,0,1,1
"0000006283",20,"0",1233.84,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000006350",NA,"3",10131.35,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000006407",168,"3",1921.27,"0","2","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000006422",97,"1",168.77,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000006484",84,"0",1677.55,"0","0","0","1","0","1",0,2,2,2,2,2,2,1,1
"0000006751",172,"1",2934.36,"0","0","0","0","0","0",32561.89,0,0,0,0,0,0,1,1
"0000007004",32,"1",846.44,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000007290",NA,"0",432.34,"0","0","0","0","0","0",0,1,1,1,1,1,3,1,0
"0000007382",17,"0",1586.51,"0","0","0","0","0","0",0,8,8,8,7,6,5,1,1
"0000007422",16,"0",225.3,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000007577",120,"3",9719.83,"0","0","0","0","0","0",1305.03,0,0,0,0,0,0,1,0
"0000007609",11,"0",591.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000007688",106,"1",2677.08,"0","0","0","0","0","0",0,0,0,0,0,1,0,1,0
"0000007744",97,"1",9894.27,"0","0","0","0","0","0",0,1,1,1,1,1,1,1,1
"0000007832",59,"1",27770.34,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000007946",70,"1",233.03,"1","0","0","0","0","0",2746.64,0,0,0,0,0,0,1,1
"0000007988",118,"1",2494,"0","0","0","0","1","1",0,0,0,0,0,6,5,1,1
"0000008027",11,"0",288.66,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000008146",219,"3",1.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000008183",127,"0",930.51,"2","1","2","1","1","0",0,2,3,1,0,0,0,0,1
"0000008234",12,"0",19.8,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000008249",45,"3",694.06,"0","0","0","1","1","0",0,0,0,0,0,0,0,1,1
"0000008493",50,"1",3172.73,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000008618",32,"1",367.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000008647",111,"4",6019.4,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000008810",NA,"1",1378.92,"0","0","0","0","0","0",0,1,0,0,0,0,1,1,1
"0000009052",7,"0",743.21,"1","1","0","0","0","0",0,2,2,2,2,2,0,1,1
"0000009198",90,"1",5733.35,"0","0","0","0","0","0",1609.72,0,0,0,0,0,0,1,1
"0000009305",61,"3",261.64,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000009455",95,"0",3179.23,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000009497",156,"1",57.87,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000009546",6,"0",310.21,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000009591",118,"4",18795.63,"0","0","0","0","1","0",0,0,0,0,2,1,1,1,1
"0000009630",NA,"1",966.02,"0","0","1","0","0","0",0,2,2,2,2,1,0,0,0
"0000009686",114,"1",11245.63,"0","0","0","1","0","0",0,0,0,0,0,0,0,1,1
"0000009696",216,"5",2086.59,"0","0","0","0","0","0",384702.88,0,0,0,0,0,0,1,0
"0000009763",190,"0",5263.07,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000009979",73,NA,145.86,"1","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000010080",NA,"1",17095.92,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000010081",190,"1",232.16,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000010141",10,"1",1144.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000010186",6,"0",652.05,"0","0","0","0","0","0",0,0,0,1,0,0,1,1,1
"0000010249",201,"3",22782.45,"0","0","0","0","1","1",0,0,0,0,0,0,0,1,1
"0000010319",43,"0",877.58,"0","1","0","0","1","1",0,0,0,1,0,0,0,1,1
"0000010323",48,NA,3543.02,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000010334",51,"4",1508.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000010527",75,"3",15231.65,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000010582",136,"1",385.78,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000010664",98,"0",1277.87,"0","0","1","1","0","0",0,1,1,1,1,0,0,1,1
"0000010848",112,"1",3363.16,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000011064",13,"0",0.31,"0","0","0","0","0","0",0,0,0,0,1,0,1,1,0
"0000011266",11,"0",1292.31,"0","0","0","0","0","0",0,1,2,2,1,0,0,1,1
"0000011285",203,"4",7802.1,"0","0","0","0","1","0",56234.12,0,0,0,0,0,0,1,1
"0000011329",119,"1",525.4,"0","0","0","0","0","0",38458.02,0,0,0,0,0,0,1,1
"0000011356",49,"1",3071.23,"1","1","1","0","0","0",0,2,2,2,2,1,0,0,1
"0000011420",NA,"1",11289.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000011534",55,"1",5619.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000011618",132,"1",1105.51,"1","1","1","0","0","0",0,5,3,4,3,3,3,1,1
"0000011668",35,"3",5939.78,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000011909",151,"1",416.72,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000011938",19,"0",355.02,"0","0","0","0","1","1",0,0,0,0,0,0,0,1,1
"0000012393",51,"1",1.3,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000012413",136,NA,5973.45,"0","0","0","0","1","1",0,0,0,0,0,0,0,1,0
"0000012416",8,"0",545.33,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000012424",22,"1",13115.89,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000012911",26,"1",9369.31,"0","0","0","0","1","1",0,2,0,0,0,2,3,1,1
"0000013000",NA,"1",2041.06,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,0
"0000013041",16,"1",171.96,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000013142",63,"1",5064.26,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013144",75,"1",12865.55,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000013163",102,"1",12176.67,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013183",180,"3",16716.27,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013197",52,"3",190.73,"0","0","0","0","0","0",77687.77,0,0,0,0,0,0,1,1
"0000013275",8,"1",4074.54,"1","1","1","1","0","0",48564.6,0,0,0,0,0,0,1,1
"0000013353",6,"0",826.22,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013466",117,"4",842.77,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013509",17,"4",143.07,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013530",NA,"1",684.57,"2","1","0","0","0","0",0,8,4,2,3,1,1,0,0
"0000013639",86,NA,3601.47,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000013704",83,"1",315.18,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013905",32,"1",807.54,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000013982",35,"0",4253.18,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014004",7,"0",650.02,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014039",178,"1",1274.28,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014055",59,"3",2022.76,"0","0","0","0","0","0",110346.89,0,0,0,0,0,0,1,1
"0000014063",41,NA,58.05,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014213",76,"1",107.48,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014227",156,"3",228.49,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000014547",8,"0",342.38,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000014683",125,"1",7095.98,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000014920",NA,"0",756.81,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015027",85,"3",602.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015043",119,"1",2985.19,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015215",65,"4",8515.09,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015318",42,"1",12.79,"0","0","0","0","0","0",29148.38,0,0,0,0,0,0,1,1
"0000015387",135,"1",56.6,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015447",47,"1",2186.07,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015466",9,NA,4.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015508",83,"1",568.97,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000015534",10,"0",5739.48,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000015537",7,"0",600.35,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000015583",12,"3",3920.94,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000015591",76,"1",9555.51,"0","0","0","0","0","0",90602.37,0,0,0,0,0,0,1,1
"0000015844",8,"3",12719.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016000",NA,NA,1640.81,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000016066",20,"0",1303.75,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016170",NA,"3",10102.03,"0","0","0","0","1","1",0,0,0,1,1,1,0,1,1
"0000016241",56,"1",3.12,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016302",62,"1",3905.43,"0","0","0","1","1","0",0,0,0,2,0,0,2,1,1
"0000016362",115,"1",2204.6,"0","0","1","1","2","2",0,1,0,1,1,2,2,1,1
"0000016377",109,"1",1994.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016587",32,"1",3448.6,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016666",20,"1",8392.13,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000016685",35,"1",614.19,"0","0","0","0","0","0",0,3,3,3,3,3,3,1,1
"0000016741",22,"1",432.22,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000016886",81,"1",876.91,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000016994",111,"3",2502.43,"0","0","0","0","0","0",32363.4,0,0,0,0,0,0,1,1
"0000017195",144,"1",159.82,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000017336",7,"1",330.74,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000017399",54,"1",2208.32,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000017468",164,"3",16604.95,"0","0","0","0","1","1",170887.7,0,0,0,0,0,0,1,1
"0000017581",105,"1",1840.91,"2","2","2","0","1","2",0,2,1,0,4,4,3,0,1
"0000017633",50,"1",98.31,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000017659",201,"4",34215.19,"0","0","0","0","0","0",329889.75,0,0,0,0,0,0,1,1
"0000017795",8,"0",2561.98,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000017943",8,"0",660.97,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000018021",105,"5",604.66,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000018095",120,"1",4880.35,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000018221",6,"0",1503.86,"0","0","0","0","0","0",0,0,2,2,2,1,1,1,1
"0000018293",20,"0",1317.4,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000018540",NA,"1",1320.6,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000018734",173,"3",93.15,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000019143",14,"1",1056.93,"0","0","1","0","0","0",0,1,0,1,1,0,0,0,1
"0000019180",NA,"3",12365.86,"1","0","0","0","0","0",0,1,0,0,0,0,0,0,0
"0000019231",24,"1",157.76,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000019264",42,"3",10033.09,"0","0","1","1","2","1",0,0,0,0,0,1,0,1,1
"0000019322",24,"1",1476.19,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000019329",13,"1",2975.28,"0","0","0","0","0","0",13738.35,0,0,0,0,0,0,1,1
"0000019347",134,"3",8322.24,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000019387",121,"3",20395.47,"0","1","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000019391",117,"1",2757.37,"1","0","0","0","1","1",0,1,0,0,0,0,1,1,1
"0000019403",15,"0",2582.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000019458",75,"4",15548.94,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000019665",89,"3",8978.59,"0","0","0","0","0","0",145709.67,0,0,0,0,0,0,1,1
"0000019688",95,"1",50.13,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000019689",59,"4",10516.67,"0","0","0","0","0","0",78620.19,0,0,0,0,0,0,1,1
"0000019708",38,"1",2840.47,"0","0","0","0","1","1",0,0,0,0,0,0,0,1,1
"0000019777",84,"3",24992.56,"0","0","0","0","0","0",42664.47,0,0,0,0,0,0,1,1
"0000019816",46,NA,5430.87,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000019841",95,"5",917.34,"0","0","1","0","0","0",22260.14,0,0,0,0,0,0,1,1
"0000019988",132,"4",22639.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020023",79,"0",29.97,"0","1","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000020069",152,"3",6961.78,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000020116",126,"0",1356.23,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020143",143,"1",24.92,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020186",182,"0",1743.45,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020517",102,"1",6881.81,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020860",NA,"1",310.93,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000020978",20,"0",916.39,"0","0","0","0","0","0",0,8,8,8,8,8,8,1,1
"0000021151",86,"0",421.95,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000021482",26,"4",6687.84,"1","0","0","1","0","1",0,3,3,1,1,0,0,0,0
"0000021678",106,"0",68.73,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000021834",132,"1",248.28,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000022221",22,"3",3096.54,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000022313",28,"1",905.38,"0","0","0","0","0","0",0,5,4,4,4,4,4,1,0
"0000022541",6,"0",2046.44,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000022672",121,"3",20.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000022749",55,NA,4303.74,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000022954",34,"0",1606.87,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023026",40,"1",906.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023113",79,"1",2833.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023122",19,"0",3387.17,"2","1","0","0","1","0",0,4,1,1,1,2,2,0,1
"0000023143",100,NA,1438.7,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023145",24,"0",173.41,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023303",41,"0",350.8,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023362",122,"1",152.47,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023527",189,"1",761.32,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023567",11,"1",4852.17,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023629",9,"1",3820.77,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000023706",107,"1",546.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000023732",66,"1",475,"0","0","0","0","0","0",0,0,1,1,1,1,1,1,1
"0000024126",87,"1",434.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000024187",7,"0",765.53,"1","1","1","1","1","1",0,0,0,0,0,0,0,0,1
"0000024311",64,"4",19431.17,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000024345",11,"0",560.6,"0","0","0","0","0","0",0,5,6,5,4,4,3,1,0
"0000024379",51,"1",0.22,"0","2","1","0","0","0",0,1,1,1,1,1,1,1,0
"0000024603",38,"1",8403.57,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000024697",18,"0",1620.05,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000025230",NA,"0",2025.88,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000025266",22,"1",1317.64,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000025474",64,"1",4259.44,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000025506",119,"3",1820.14,"0","0","0","0","0","0",133004.19,0,0,0,0,0,0,1,1
"0000025581",75,"1",3499.66,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000025703",25,"1",2125.73,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000025952",106,"0",2974.09,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000026135",21,"4",2789.17,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000026527",51,"1",15795.81,"0","0","0","1","0","1",0,0,0,0,0,0,0,1,1
"0000026848",11,NA,1401.61,"1","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000026886",144,"3",276.27,"0","0","0","0","0","0",50573.76,0,0,0,0,0,0,1,0
"0000026936",83,"1",266.78,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000027225",72,"1",3278.72,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000027354",60,"0",1047.83,"1","0","0","0","1","0",0,1,0,0,0,1,0,1,0
"0000027620",NA,NA,3165.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000027633",60,"3",57.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000027646",100,"0",3050.68,"0","0","2","1","0","0",0,0,0,1,1,0,0,1,0
"0000027728",13,"1",1966.12,"0","0","0","1","0","0",0,0,0,0,0,0,0,1,0
"0000028039",22,"1",1519.69,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000028317",26,"0",1560.06,"0","0","0","0","0","0",0,1,0,0,1,1,0,1,1
"0000028435",10,"1",1200.07,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000028811",50,"1",2544.37,"3","2","2","1","0","0",0,4,5,1,0,0,0,0,0
"0000028819",10,"0",1829.21,"1","0","1","0","0","0",0,3,2,0,0,0,0,0,1
"0000028920",NA,"1",2162.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000029025",26,"4",7.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000029140",NA,"1",8627.09,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000029259",130,"3",1148.25,"0","0","0","0","1","1",0,19,18,16,14,12,10,0,1
"0000029550",NA,"0",367.9,"0","0","0","0","0","0",0,1,1,1,1,1,1,1,1
"0000029564",41,"1",149.81,"0","0","0","0","0","0",0,1,1,0,0,0,0,1,1
"0000029579",122,"1",2009.26,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000029667",162,"1",780.14,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000029735",11,"0",2605.81,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000029768",42,"0",858.26,"0","0","0","0","0","0",0,2,0,0,0,0,0,1,1
"0000029787",89,"3",5526.11,"1","0","1","1","0","0",0,0,1,0,1,0,0,1,0
"0000029809",201,"5",13758.93,"0","0","1","0","0","0",38382.93,0,0,0,0,0,0,1,1
"0000030429",107,"0",58.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000030430",NA,"0",4158.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000030501",35,"1",67.68,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000030567",60,"1",301.15,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000030724",7,"1",11683.44,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
